variable,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
total_6574_male_medicaid,"253,428","33,512","374,026","146,319","1,702,484","274,897","183,270","61,214","22,047","1,225,435","466,502","79,088","100,705","598,741","325,254","167,223","145,894","224,076","220,517","89,802","282,510","347,902","544,378","293,615","141,849","310,607","68,138","95,467","157,406","84,409","441,160","116,015","959,421","518,884","38,358","610,150","185,926","230,961","703,532","57,165","283,607","51,129","343,145","1,176,445","122,249","41,576","403,100","379,204","105,737","331,001","35,006"
with_6574_male_medicaid,"33,072","5,918","47,169","18,874","311,350","29,638","26,067","5,632","6,773","154,165","65,839","9,806","7,725","66,408","34,033","16,303","12,325","31,611","36,306","12,420","31,536","55,342","72,134","24,445","26,048","26,332","5,466","7,684","18,758","5,772","45,969","19,370","196,595","62,294","3,213","67,806","17,780","33,840","85,341","7,316","34,549","5,711","42,037","133,623","9,165","5,345","33,254","40,573","13,596","34,596","2,750"
no_6574_male_medicaid,"220,356","27,594","326,857","127,445","1,391,134","245,259","157,203","55,582","15,274","1,071,270","400,663","69,282","92,980","532,333","291,221","150,920","133,569","192,465","184,211","77,382","250,974","292,560","472,244","269,170","115,801","284,275","62,672","87,783","138,648","78,637","395,191","96,645","762,826","456,590","35,145","542,344","168,146","197,121","618,191","49,849","249,058","45,418","301,108","1,042,822","113,084","36,231","369,846","338,631","92,141","296,405","32,256"
total_o75_male_medicaid,"152,120","16,262","282,405","94,007","1,102,739","155,791","119,683","36,867","14,150","966,911","269,431","57,833","59,210","361,668","190,642","97,750","86,574","130,398","123,165","53,752","176,862","214,849","322,222","171,942","79,931","188,932","40,715","57,501","102,074","47,379","273,991","75,013","610,274","315,546","22,555","355,542","112,448","144,691","430,724","34,594","174,386","25,946","205,194","681,989","71,744","24,409","256,263","226,917","67,289","188,324","18,676"
with_o75_male_medicaid,"18,112","2,393","35,651","9,239","217,336","19,223","17,834","3,798","2,434","137,675","35,324","7,125","5,255","38,413","17,295","8,611","6,740","14,514","18,978","6,895","19,975","37,659","35,335","13,316","12,646","15,412","3,582","5,017","10,562","2,675","32,495","12,564","126,296","32,612","1,818","29,840","8,966","18,529","51,204","5,501","16,037","3,379","22,548","93,286","7,902","3,347","20,664","25,719","7,105","20,243","1,321"
no_o75_male_medicaid,"134,008","13,869","246,754","84,768","885,403","136,568","101,849","33,069","11,716","829,236","234,107","50,708","53,955","323,255","173,347","89,139","79,834","115,884","104,187","46,857","156,887","177,190","286,887","158,626","67,285","173,520","37,133","52,484","91,512","44,704","241,496","62,449","483,978","282,934","20,737","325,702","103,482","126,162","379,520","29,093","158,349","22,567","182,646","588,703","63,842","21,062","235,599","201,198","60,184","168,081","17,355"
total_u6_female_medicaid,"175,216","24,590","231,330","106,566","1,221,474","177,144","105,376","32,647","21,925","657,760","368,469","46,173","64,586","395,603","234,934","108,641","102,323","152,366","159,687","36,662","206,594","198,223","316,230","191,688","98,134","202,228","32,794","68,620","103,870","36,907","305,355","61,979","608,233","348,298","28,609","387,218","144,232","117,683","393,175","30,937","174,460","31,138","242,115","1,123,204","137,249","15,924","277,522","245,442","50,075","179,941","20,061"
with_u6_female_medicaid,"90,306","10,943","89,942","55,578","514,766","64,021","43,674","16,100","5,689","291,224","168,278","15,863","26,778","147,814","101,401","45,949","36,017","76,397","89,231","13,804","72,450","75,129","136,043","63,758","50,498","80,857","13,596","22,298","44,826","11,164","117,816","38,663","283,735","153,717","8,638","161,383","76,945","47,806","163,429","12,595","83,995","9,495","113,211","477,544","26,454","6,341","91,438","105,777","24,742","65,115","8,343"
no_u6_female_medicaid,"84,910","13,647","141,388","50,988","706,708","113,123","61,702","16,547","16,236","366,536","200,191","30,310","37,808","247,789","133,533","62,692","66,306","75,969","70,456","22,858","134,144","123,094","180,187","127,930","47,636","121,371","19,198","46,322","59,044","25,743","187,539","23,316","324,498","194,581","19,971","225,835","67,287","69,877","229,746","18,342","90,465","21,643","128,904","645,660","110,795","9,583","186,084","139,665","25,333","114,826","11,718"
total_618_female_medicaid,"418,659","61,555","592,860","255,257","3,149,880","445,542","273,730","78,901","44,948","1,602,610","942,374","104,237","176,177","1,009,561","570,953","267,773","249,430","364,054","389,673","89,729","500,762","503,371","781,849","483,845","251,464","497,008","88,128","176,694","247,389","94,250","732,305","176,144","1,445,075","836,981","65,804","943,580","359,059","315,190","980,796","78,378","426,451","80,819","556,743","2,763,748","344,624","44,299","695,482","600,921","133,325","465,079","47,882"
with_618_female_medicaid,"185,674","22,335","202,258","117,265","1,374,896","153,989","99,225","28,791","18,345","584,095","371,248","36,967","56,594","360,417","202,585","98,331","74,539","162,846","207,139","32,398","159,044","175,894","292,421","148,351","116,487","172,393","34,212","55,998","87,730","28,219","236,976","103,869","617,115","335,705","14,097","345,993","157,547","125,979","362,316","27,106","173,204","21,916","220,255","942,735","55,919","16,490","214,090","228,452","57,508","153,699","13,719"
no_618_female_medicaid,"232,985","39,220","390,602","137,992","1,774,984","291,553","174,505","50,110","26,603","1,018,515","571,126","67,270","119,583","649,144","368,368","169,442","174,891","201,208","182,534","57,331","341,718","327,477","489,428","335,494","134,977","324,615","53,916","120,696","159,659","66,031","495,329","72,275","827,960","501,276","51,707","597,587","201,512","189,211","618,480","51,272","253,247","58,903","336,488","1,821,013","288,705","27,809","481,392","372,469","75,817","311,380","34,163"
total_1925_female_medicaid,"236,739","26,212","326,822","140,761","1,724,293","258,542","150,433","42,554","40,094","876,822","504,681","50,344","93,191","543,711","317,131","148,370","136,645","198,446","196,838","53,528","252,393","342,330","449,154","240,964","133,502","277,601","47,020","93,086","124,373","57,355","369,039","85,957","869,245","492,049","39,626","497,270","187,344","173,435","557,374","51,269","228,203","37,123","316,758","1,413,787","193,564","28,133","372,150","311,257","72,992","264,614","22,256"
with_1925_female_medicaid,"38,025","7,134","66,749","34,280","529,592","54,409","33,303","9,136","9,430","139,048","75,266","10,325","20,351","122,740","72,467","33,666","17,755","65,246","79,136","10,925","56,443","70,837","118,576","45,647","25,310","49,137","10,520","16,376","25,602","7,062","78,546","34,887","243,843","95,718","6,056","122,382","47,086","49,189","124,883","11,000","48,278","4,930","56,042","198,143","17,773","7,059","70,343","77,241","22,679","50,902","2,161"
no_1925_female_medicaid,"198,714","19,078","260,073","106,481","1,194,701","204,133","117,130","33,418","30,664","737,774","429,415","40,019","72,840","420,971","244,664","114,704","118,890","133,200","117,702","42,603","195,950","271,493","330,578","195,317","108,192","228,464","36,500","76,710","98,771","50,293","290,493","51,070","625,402","396,331","33,570","374,888","140,258","124,246","432,491","40,269","179,925","32,193","260,716","1,215,644","175,791","21,074","301,807","234,016","50,313","213,712","20,095"
total_2634_female_medicaid,"293,404","48,378","448,328","172,745","2,496,642","397,542","206,512","56,075","71,317","1,257,560","684,368","78,240","109,229","757,717","401,709","174,655","164,628","261,686","268,537","77,243","362,126","435,465","576,218","328,125","162,260","360,470","63,777","109,211","201,146","77,931","536,125","120,906","1,243,317","645,247","47,291","693,187","238,164","263,377","731,642","67,902","309,984","49,873","439,105","1,940,340","216,457","33,775","517,560","513,612","89,263","325,804","35,517"
with_2634_female_medicaid,"54,585","9,904","103,005","46,235","684,935","73,871","54,233","14,829","10,445","182,729","105,175","17,415","24,176","159,751","97,414","42,781","24,925","85,190","96,404","19,765","72,276","101,665","172,140","70,902","30,674","66,873","17,467","18,278","48,528","11,261","106,810","44,624","363,047","120,190","5,700","182,950","53,093","75,985","178,898","16,726","62,008","6,707","89,335","216,014","20,818","9,157","98,363","108,916","28,544","69,579","5,425"
no_2634_female_medicaid,"238,819","38,474","345,323","126,510","1,811,707","323,671","152,279","41,246","60,872","1,074,831","579,193","60,825","85,053","597,966","304,295","131,874","139,703","176,496","172,133","57,478","289,850","333,800","404,078","257,223","131,586","293,597","46,310","90,933","152,618","66,670","429,315","76,282","880,270","525,057","41,591","510,237","185,071","187,392","552,744","51,176","247,976","43,166","349,770","1,724,326","195,639","24,618","419,197","404,696","60,719","256,225","30,092"
total_3544_female_medicaid,"328,286","50,818","458,214","198,328","2,650,679","414,139","235,075","65,329","57,813","1,434,933","766,701","93,171","127,246","830,617","434,943","202,786","189,521","280,428","312,617","88,529","431,934","463,142","613,626","386,038","199,174","398,200","72,757","129,834","216,897","86,582","611,882","133,791","1,272,347","716,265","50,374","738,486","266,370","294,320","821,804","70,083","347,283","56,775","471,746","2,125,829","228,826","40,728","593,337","551,157","103,492","371,106","38,675"
with_3544_female_medicaid,"45,622","9,683","80,211","43,962","618,357","70,806","52,825","13,100","10,323","194,991","90,155","17,345","17,973","153,803","89,258","39,801","20,094","77,983","96,343","18,897","69,607","113,622","154,776","76,401","29,131","63,479","15,667","19,777","39,343","11,167","98,405","45,850","346,492","105,221","4,629","170,800","47,779","66,422","169,052","13,818","56,990","4,787","82,135","170,471","20,223","8,773","99,772","95,202","29,992","68,159","2,633"
no_3544_female_medicaid,"282,664","41,135","378,003","154,366","2,032,322","343,333","182,250","52,229","47,490","1,239,942","676,546","75,826","109,273","676,814","345,685","162,985","169,427","202,445","216,274","69,632","362,327","349,520","458,850","309,637","170,043","334,721","57,090","110,057","177,554","75,415","513,477","87,941","925,855","611,044","45,745","567,686","218,591","227,898","652,752","56,265","290,293","51,988","389,611","1,955,358","208,603","31,955","493,565","455,955","73,500","302,947","36,042"
total_4554_female_medicaid,"317,413","37,980","430,319","180,621","2,406,955","346,031","225,325","60,302","35,876","1,389,851","720,237","83,265","109,001","773,609","404,996","177,810","158,642","276,466","267,639","84,672","390,875","429,973","598,912","323,356","184,021","361,056","61,263","107,855","197,840","84,064","602,910","119,479","1,204,358","688,932","36,122","700,016","227,062","257,480","758,947","65,092","328,071","47,589","440,559","1,875,116","188,430","37,605","533,747","455,648","109,981","336,864","28,107"
with_4554_female_medicaid,"38,483","6,354","69,472","31,192","516,024","47,221","38,462","8,801","6,683","133,736","62,199","14,118","11,184","115,393","62,292","26,434","12,212","66,030","69,676","15,084","51,953","90,605","116,213","47,865","24,333","41,444","10,540","10,553","25,839","7,257","89,589","33,185","302,762","68,529","4,970","121,993","33,051","49,315","127,784","13,565","38,748","4,073","55,355","125,352","14,475","7,053","67,298","63,460","23,392","46,754","1,527"
no_4554_female_medicaid,"278,930","31,626","360,847","149,429","1,890,931","298,810","186,863","51,501","29,193","1,256,115","658,038","69,147","97,817","658,216","342,704","151,376","146,430","210,436","197,963","69,588","338,922","339,368","482,699","275,491","159,688","319,612","50,723","97,302","172,001","76,807","513,321","86,294","901,596","620,403","31,152","578,023","194,011","208,165","631,163","51,527","289,323","43,516","385,204","1,749,764","173,955","30,552","466,449","392,188","86,589","290,110","26,580"
total_5564_female_medicaid,"338,031","41,664","449,794","190,700","2,352,686","339,993","260,006","75,183","32,177","1,558,172","688,693","88,246","114,212","803,588","425,196","200,367","175,715","297,463","294,619","106,777","425,935","483,428","677,644","361,178","189,906","403,137","71,945","114,143","196,267","110,052","634,729","132,751","1,331,693","707,324","43,309","771,956","237,138","256,380","879,088","77,036","369,607","56,427","463,531","1,692,150","154,725","47,633","563,485","461,314","120,168","402,049","37,183"
with_5564_female_medicaid,"49,858","6,010","73,432","41,572","545,973","52,641","44,552","15,478","10,895","167,776","85,363","13,488","14,821","127,219","77,315","31,980","14,148","70,927","79,779","17,171","67,811","104,972","136,930","50,470","33,884","57,014","12,580","12,893","32,985","10,446","93,287","35,740","338,538","78,820","4,278","132,447","38,492","52,784","160,662","15,761","48,984","5,478","60,862","159,414","15,423","8,712","72,646","77,588","31,683","54,358","3,660"
no_5564_female_medicaid,"288,173","35,654","376,362","149,128","1,806,713","287,352","215,454","59,705","21,282","1,390,396","603,330","74,758","99,391","676,369","347,881","168,387","161,567","226,536","214,840","89,606","358,124","378,456","540,714","310,708","156,022","346,123","59,365","101,250","163,282","99,606","541,442","97,011","993,155","628,504","39,031","639,509","198,646","203,596","718,426","61,275","320,623","50,949","402,669","1,532,736","139,302","38,921","490,839","383,726","88,485","347,691","33,523"
total_6574_female_medicaid,"293,046","32,603","428,257","169,699","1,922,488","298,048","207,892","70,315","28,302","1,420,448","552,771","85,408","105,160","675,373","367,549","172,901","156,361","254,113","255,915","97,749","335,884","397,255","602,600","306,962","164,302","351,047","71,966","103,532","172,959","88,948","503,669","130,571","1,097,661","611,427","37,804","685,700","208,022","257,804","784,655","64,915","331,194","51,540","397,241","1,342,068","130,038","43,627","466,773","417,075","115,910","346,486","34,544"
with_6574_female_medicaid,"46,491","5,619","54,966","24,933","402,557","34,034","37,459","7,380","10,065","205,974","86,594","10,549","9,955","88,590","46,023","19,232","13,962","40,333","53,374","14,150","42,253","76,416","85,903","27,157","32,690","33,236","8,376","11,673","22,524","6,987","68,200","23,270","249,677","81,641","2,700","85,968","23,395","41,722","110,034","9,994","41,012","6,612","53,457","172,992","14,294","5,878","43,712","49,539","19,132","43,334","2,557"
no_6574_female_medicaid,"246,555","26,984","373,291","144,766","1,519,931","264,014","170,433","62,935","18,237","1,214,474","466,177","74,859","95,205","586,783","321,526","153,669","142,399","213,780","202,541","83,599","293,631","320,839","516,697","279,805","131,612","317,811","63,590","91,859","150,435","81,961","435,469","107,301","847,984","529,786","35,104","599,732","184,627","216,082","674,621","54,921","290,182","44,928","343,784","1,169,076","115,744","37,749","423,061","367,536","96,778","303,152","31,987"
total_o75_female_medicaid,"208,861","18,776","333,564","123,172","1,476,632","197,083","160,696","47,351","22,223","1,202,756","376,522","75,967","68,745","505,381","257,770","130,612","111,584","173,001","173,786","67,905","246,886","298,686","421,459","217,315","113,524","251,777","45,820","73,327","117,663","60,305","392,523","95,571","871,641","429,606","28,209","489,662","150,190","181,135","597,050","48,128","228,438","33,425","275,769","903,781","86,429","30,822","340,122","291,229","82,249","241,468","21,502"
with_o75_female_medicaid,"32,688","3,370","48,386","16,701","363,486","26,863","33,918","6,282","5,952","207,176","67,181","9,197","6,989","69,494","32,836","14,427","12,897","25,275","31,066","14,094","39,646","61,981","61,164","22,877","23,465","24,989","3,824","8,234","17,027","4,353","62,470","20,103","226,843","60,328","3,388","48,756","19,223","26,671","90,520","10,304","33,802","5,747","39,631","148,509","9,904","4,237","35,454","44,139","10,753","34,203","2,148"
no_o75_female_medicaid,"176,173","15,406","285,178","106,471","1,113,146","170,220","126,778","41,069","16,271","995,580","309,341","66,770","61,756","435,887","224,934","116,185","98,687","147,726","142,720","53,811","207,240","236,705","360,295","194,438","90,059","226,788","41,996","65,093","100,636","55,952","330,053","75,468","644,798","369,278","24,821","440,906","130,967","154,464","506,530","37,824","194,636","27,678","236,138","755,272","76,525","26,585","304,668","247,090","71,496","207,265","19,354"
